243, 28, 25
241, 29, 25
243, 29, 23
242, 28, 24
243, 28, 26
243, 28, 26
243, 28, 23
244, 30, 24
244, 30, 25
243, 29, 25
243, 28, 23
244, 30, 25
243, 28, 24
244, 30, 26
241, 29, 25
243, 29, 24
243, 29, 24
242, 29, 25
243, 29, 25
242, 29, 24
242, 29, 25
243, 28, 24
242, 29, 23
242, 29, 24
