306, 77, 49
305, 76, 47
306, 78, 49
305, 75, 47
307, 77, 47
305, 77, 50
305, 77, 48
305, 76, 47
304, 76, 48
304, 76, 47
308, 80, 50
305, 76, 47
306, 76, 47
307, 77, 48
306, 78, 49
304, 76, 48
306, 78, 48
304, 76, 48
304, 76, 47
306, 77, 48
307, 77, 48
306, 77, 48
