304, 217, 24
303, 214, 23
302, 216, 24
305, 217, 24
305, 216, 22
302, 214, 23
303, 215, 25
304, 215, 23
304, 215, 23
305, 217, 25
304, 216, 23
305, 217, 24
305, 217, 24
303, 215, 23
303, 216, 24
302, 214, 22
303, 215, 23
304, 217, 24
303, 216, 24
302, 215, 22
303, 215, 24
304, 216, 22
304, 215, 23
303, 215, 23
